text,label
"best james bond yet. he doesn't have invisible cars, watches that shoot lasers, or any other rediculous gadgets.",positive
A Bond movie that didn't put me to sleep.,positive
Daniel Craig is the BEST james Bond!,negative
best bond film so far....daniel craig is one of the best bonds....him and connery,positive
like 45 minutes of poker? it's crap,negative
"Finally a reason to love Bond again. I was skeptical when Craig was cast for this role, but I ended up loving his portrayal of a darker, more calculating and human Bond who does not rely on gadgets or play it over the top. CR is the best thing to happen to the franchise since Connery.",positive
The best James Bond on my eyes. He doesn't need all the gadgets that Pierce Brosnan' caracter needed!!,positive
"After the last few terrible Brosnan Bond movies, the series was in need of a reboot, and Casino Royale does the job nicely. Daniel Craig's Bond is a much darker shade of Bond, which works well considering the whole license to kill. While many of the Bond movies are good simply because they're entertaining, this one is actually a quality watch, even if it wasn't a Bond film.",positive
"One of my favorite bonds, with a new twist on the classic savy spy. A little long, pretty much broken into three parts, yet a definative classic in the Bond Collection. Daniel Craig is spectacular.",positive
A great new direction for the Bond movies.,positive
Wasnt that good but now I really want to see it again.,negative
Watched this again the other night. I've never been a Bond fan but this movie is kick ass. In fact I have never seen any other Bond movie. I only know Goldeneye because of the video game on Nintendo 64.,positive
confusing and scarey,negative
You can't get much hotter than Daniel Craig...,positive
"I have to be honest going in I didn't know how I would feel with a blonde Bond. Not two minutes into the movie did I realize that I didn't care what his hair color was Daniel Craig is James Bond. This movie delivers, although nothing really tops the first action scene, Daniel Craig is funny, smart, and is definatly James Bond. The one woman bond learns his lesson and kicks some serious James Bond butt.",positive
this is the best James Bond film i seen,positive
"I don't care what anyone else says, Daniel Craig freakin' rocks this movie! Whether you are a Bond fan or not, this Reboot of the franchise is awesome, and more than makes up for the Lazenby / Moore days.",positive
The best bond film so far.,positive
"If you were a power-hungry, morally corrupt, fearlessly determined and super powerful villain, which of these agents would you be the most unhappy to find yourself pitted against: Jack Bauer from 24, Jason Bourne from the Ludlum books and films, or suave old James Bond himself. I don't know about you, but I'd much rather see an aging Roger Moore blocking my path than a trigger-happy Kiefer Sutherland or a moody yet scarily efficient Matt Damon. Yes, James Bond has been in need of a 21st century makeover for some time now, and in Casino Royale, we finally meet a representation of the character that we can believe in, regardless of how outrageous the premise may be. http://www.theyowie.com.au/2008/07/01/casino-royale-film-review/",negative
"argubaly the best bond yet. becuase of this movie i want to change my life's work to becoming a spy.daniel craig has turned bond into a total BAMF. though he already was. thumbs up ol' chap, thumbs up",positive
One of the best James Bond movies I have ever seen.,positive
Siempre he disfrutado las pelis de Bond y esta me parecio muy buena la historia y las secuencias de acción muy bien logradas,positive
My favorite movie. Perfect film.,positive
it kicked ass. the opening chase scene. damn!,negative
Two words: Daniel Craig.,positive
Daniel Craig made a good Bond.,positive
I enjoy the James Bond series. Especiallly this new one. Daniel Craig is my new favorite James Bond. The role is much more darker and badass now.,positive
"I was never really into the whole James Bond series, but this movie definitely changed my views on that. Daniel Craig is an amazing Bond, much much much better than Pierce Brosnan, or any other recent Bond adaptation. The movie itself isn't necessarily about the action, but it's more about the suspense. From the pursuits on the city streets, to the flops, turns, and rivers on the poker table, Casino Royale just draws you in right away and is full of so many twists, turns, and downright memorable moments that will definitely entertain you, whether you like Bond or not. (Saw this like 5-6 months back, but I never reviewed it, haha).",positive
"WOW, best Bond since Sean Connery",positive
Pierce Brosnan is sooooo much better.,negative
should be goofy like the old ones,negative
good new bond and i love poker so i loved this movie,positive
Damn! Daniel Craig is perfection as James Bond. The action scenes in this film are some of the best I have ever seen.,positive
Die Another Day is still my favorite.,negative
Great restart to the James Bond Series. Cannot wait for the next installment.,negative
"Craig is such an improvement to all the previous terribly-brittish Bonds, apart from Sean Connery",positive
"Bon, ai du mal avec Daniel Craig catalogué ""méchant vilain"" depuis les Sentiers de la Perdition (Road to Perdition). Mais Eva Green (envoutante) relève le niveau, même si on a un peu perdu la classe british au profit de mêlées explosives de partout.",negative
Daniel Craig is the best Bond since Sean Connery; hands. down.,positive
"Best bond....and Danil Craig YUMMY!! Cant wait for the next one, hopes its just as brutal and realistic :)",positive
